_id,Invoice Number,Order Number,Issue Date,Due Date,Subtotal,Total Tax,Total Amount,Due Amount,Currency,Vendor Name,Vendor Address,Vendor Company ID,Vendor VAT Number,Customer Name,Customer Company ID,Customer VAT Number,Account Number,Sort Code,Terms,Notes,Description,Quantity,Amount Base,Tax Rate,Item Amount
5effd1e69d87960df6161a18,2018025400,4504647362,2018-12-11,2019-03-01,7966.46,477.99,14944.45,14944.45,eur,L N.V.,"COMMUNAUTES 110 GEMEENSCHAPPENLAAN
B-1200 BRUXELLES - BRUSSEL",,BE 0405.844.436,INBEV BELGIUM NV/SA,,BE0433666709,,,,,SPA REINE 28X 250GLA,240.0,,6.0,1544.16
5effd1e69d87960df6161a18,2018025400,4504647362,2018-12-11,2019-03-01,7966.46,477.99,14944.45,14944.45,eur,L N.V.,"COMMUNAUTES 110 GEMEENSCHAPPENLAAN
B-1200 BRUXELLES - BRUSSEL",,BE 0405.844.436,INBEV BELGIUM NV/SA,,BE0433666709,,,,,PAL 1000X1200 CHEP,3.0,,,
5effd1e69d87960df6161a18,2018025400,4504647362,2018-12-11,2019-03-01,7966.46,477.99,14944.45,14944.45,eur,L N.V.,"COMMUNAUTES 110 GEMEENSCHAPPENLAAN
B-1200 BRUXELLES - BRUSSEL",,BE 0405.844.436,INBEV BELGIUM NV/SA,,BE0433666709,,,,,SPA INTENSE 12X1000GLA,160.0,,6.0,787.68
5effd1e69d87960df6161a18,2018025400,4504647362,2018-12-11,2019-03-01,7966.46,477.99,14944.45,14944.45,eur,L N.V.,"COMMUNAUTES 110 GEMEENSCHAPPENLAAN
B-1200 BRUXELLES - BRUSSEL",,BE 0405.844.436,INBEV BELGIUM NV/SA,,BE0433666709,,,,,Langlopende deal,160.0,,,30.42
5effd1e69d87960df6161a18,2018025400,4504647362,2018-12-11,2019-03-01,7966.46,477.99,14944.45,14944.45,eur,L N.V.,"COMMUNAUTES 110 GEMEENSCHAPPENLAAN
B-1200 BRUXELLES - BRUSSEL",,BE 0405.844.436,INBEV BELGIUM NV/SA,,BE0433666709,,,,,PAL 1000X1200 CHEP,4.0,,,
5effd1e69d87960df6161a18,2018025400,4504647362,2018-12-11,2019-03-01,7966.46,477.99,14944.45,14944.45,eur,L N.V.,"COMMUNAUTES 110 GEMEENSCHAPPENLAAN
B-1200 BRUXELLES - BRUSSEL",,BE 0405.844.436,INBEV BELGIUM NV/SA,,BE0433666709,,,,,"SPA REINE 6X1000GLA
Langlopende deal
NET",0.001,,6006.0,"197,04
7,61-
189,43"
5effd1e69d87960df6161a18,2018025400,4504647362,2018-12-11,2019-03-01,7966.46,477.99,14944.45,14944.45,eur,L N.V.,"COMMUNAUTES 110 GEMEENSCHAPPENLAAN
B-1200 BRUXELLES - BRUSSEL",,BE 0405.844.436,INBEV BELGIUM NV/SA,,BE0433666709,,,,,PAL 1000X1200 CHEP,,,,
5effd1e69d87960df6161a18,2018025400,4504647362,2018-12-11,2019-03-01,7966.46,477.99,14944.45,14944.45,eur,L N.V.,"COMMUNAUTES 110 GEMEENSCHAPPENLAAN
B-1200 BRUXELLES - BRUSSEL",,BE 0405.844.436,INBEV BELGIUM NV/SA,,BE0433666709,,,,,BRU 24X 250GLA,0.002,,6.0,410.16
5effd1e69d87960df6161a18,2018025400,4504647362,2018-12-11,2019-03-01,7966.46,477.99,14944.45,14944.45,eur,L N.V.,"COMMUNAUTES 110 GEMEENSCHAPPENLAAN
B-1200 BRUXELLES - BRUSSEL",,BE 0405.844.436,INBEV BELGIUM NV/SA,,BE0433666709,,,,,Langlopende deal,,,,56.69
5effd1e69d87960df6161a18,2018025400,4504647362,2018-12-11,2019-03-01,7966.46,477.99,14944.45,14944.45,eur,L N.V.,"COMMUNAUTES 110 GEMEENSCHAPPENLAAN
B-1200 BRUXELLES - BRUSSEL",,BE 0405.844.436,INBEV BELGIUM NV/SA,,BE0433666709,,,,,PAL 1000X1200 CHEP,,,,
5effd1e69d87960df6161a18,2018025400,4504647362,2018-12-11,2019-03-01,7966.46,477.99,14944.45,14944.45,eur,L N.V.,"COMMUNAUTES 110 GEMEENSCHAPPENLAAN
B-1200 BRUXELLES - BRUSSEL",,BE 0405.844.436,INBEV BELGIUM NV/SA,,BE0433666709,,,,,BRU KZV 24X 250GLA,0.002,,6.0,410.16
5effd1e69d87960df6161a18,2018025400,4504647362,2018-12-11,2019-03-01,7966.46,477.99,14944.45,14944.45,eur,L N.V.,"COMMUNAUTES 110 GEMEENSCHAPPENLAAN
B-1200 BRUXELLES - BRUSSEL",,BE 0405.844.436,INBEV BELGIUM NV/SA,,BE0433666709,,,,,Langlopende deal,,,,56.69
5effd1e69d87960df6161a18,2018025400,4504647362,2018-12-11,2019-03-01,7966.46,477.99,14944.45,14944.45,eur,L N.V.,"COMMUNAUTES 110 GEMEENSCHAPPENLAAN
B-1200 BRUXELLES - BRUSSEL",,BE 0405.844.436,INBEV BELGIUM NV/SA,,BE0433666709,,,,,PAL 1000X1200 CHEP,,,,
5effd1e69d87960df6161a18,2018025400,4504647362,2018-12-11,2019-03-01,7966.46,477.99,14944.45,14944.45,eur,L N.V.,"COMMUNAUTES 110 GEMEENSCHAPPENLAAN
B-1200 BRUXELLES - BRUSSEL",,BE 0405.844.436,INBEV BELGIUM NV/SA,,BE0433666709,,,,,"SPA FR CITRON 28X 250GL
Langlopende deal
M0",0.003,,6006.0,"238,64
30,79."
5effd1e69d87960df6161a18,2018025400,4504647362,2018-12-11,2019-03-01,7966.46,477.99,14944.45,14944.45,eur,L N.V.,"COMMUNAUTES 110 GEMEENSCHAPPENLAAN
B-1200 BRUXELLES - BRUSSEL",,BE 0405.844.436,INBEV BELGIUM NV/SA,,BE0433666709,,,,,"KRAT + FLES SPA 28X 250GL
PAL 1000X1200 CHEP",,,,100.00
5effd1e69d87960df6161a19,,,2018-09-01,2018-11-30,47397.2,9953.41,57430.61,57430.61,czk,T-Mobile Czech Republic a.s.,"Tomíčkova 2144/1, 148 00 Praha 4",64949681,CZ64949681,AnheuserBusch InBev Czech s.r.o.,27572030,1736670918,19-2235210247,300,,,,,,,
5effd1e79d87960df6161a1a,3050463123,80,2018-12-07,2019-03-07,6108.49,1221.7,7330.19,7330.19,gbp,a.,"Customer Service Centre P.O. Box 12, Priestley Road
Worsley Manchester M28 2UT",,GB 226556555,AB InBey Uk LTD,,,2303211,,,"Gain five days additional credit and
avoid late payment fees. Direct Debit
is a convenient, automated method of
paying your bill. Sign up today!
Call 0800 111 333 to request a mandate",LIQUID NITROGEN,0.0,,258.22,1549.33
5effd1e79d87960df6161a1a,3050463123,80,2018-12-07,2019-03-07,6108.49,1221.7,7330.19,7330.19,gbp,a.,"Customer Service Centre P.O. Box 12, Priestley Road
Worsley Manchester M28 2UT",,GB 226556555,AB InBey Uk LTD,,,2303211,,,"Gain five days additional credit and
avoid late payment fees. Direct Debit
is a convenient, automated method of
paying your bill. Sign up today!
Call 0800 111 333 to request a mandate",ENVIRONMENT AND ENERGY SURCHARGE,,,32.31,193.86
5effd1e79d87960df6161a1a,3050463123,80,2018-12-07,2019-03-07,6108.49,1221.7,7330.19,7330.19,gbp,a.,"Customer Service Centre P.O. Box 12, Priestley Road
Worsley Manchester M28 2UT",,GB 226556555,AB InBey Uk LTD,,,2303211,,,"Gain five days additional credit and
avoid late payment fees. Direct Debit
is a convenient, automated method of
paying your bill. Sign up today!
Call 0800 111 333 to request a mandate",LIQUID NITROGEN,0.0,,94.73,568.36
5effd1e79d87960df6161a1a,3050463123,80,2018-12-07,2019-03-07,6108.49,1221.7,7330.19,7330.19,gbp,a.,"Customer Service Centre P.O. Box 12, Priestley Road
Worsley Manchester M28 2UT",,GB 226556555,AB InBey Uk LTD,,,2303211,,,"Gain five days additional credit and
avoid late payment fees. Direct Debit
is a convenient, automated method of
paying your bill. Sign up today!
Call 0800 111 333 to request a mandate",ENVIRONMENT AND ENERGY SURCHARGE,,,11.85,71.11
5effd1e79d87960df6161a1a,3050463123,80,2018-12-07,2019-03-07,6108.49,1221.7,7330.19,7330.19,gbp,a.,"Customer Service Centre P.O. Box 12, Priestley Road
Worsley Manchester M28 2UT",,GB 226556555,AB InBey Uk LTD,,,2303211,,,"Gain five days additional credit and
avoid late payment fees. Direct Debit
is a convenient, automated method of
paying your bill. Sign up today!
Call 0800 111 333 to request a mandate",LIQUID NITROGEN,0.0,,370.81,2224.85
5effd1e79d87960df6161a1a,3050463123,80,2018-12-07,2019-03-07,6108.49,1221.7,7330.19,7330.19,gbp,a.,"Customer Service Centre P.O. Box 12, Priestley Road
Worsley Manchester M28 2UT",,GB 226556555,AB InBey Uk LTD,,,2303211,,,"Gain five days additional credit and
avoid late payment fees. Direct Debit
is a convenient, automated method of
paying your bill. Sign up today!
Call 0800 111 333 to request a mandate",ENVIRONMENT AND ENERGY SURCHARGE,,,46.4,278.39
5effd1e79d87960df6161a1a,3050463123,80,2018-12-07,2019-03-07,6108.49,1221.7,7330.19,7330.19,gbp,a.,"Customer Service Centre P.O. Box 12, Priestley Road
Worsley Manchester M28 2UT",,GB 226556555,AB InBey Uk LTD,,,2303211,,,"Gain five days additional credit and
avoid late payment fees. Direct Debit
is a convenient, automated method of
paying your bill. Sign up today!
Call 0800 111 333 to request a mandate",LIQUID NITROGEN,0.0,,64.76,388.54
5effd1e79d87960df6161a1a,3050463123,80,2018-12-07,2019-03-07,6108.49,1221.7,7330.19,7330.19,gbp,a.,"Customer Service Centre P.O. Box 12, Priestley Road
Worsley Manchester M28 2UT",,GB 226556555,AB InBey Uk LTD,,,2303211,,,"Gain five days additional credit and
avoid late payment fees. Direct Debit
is a convenient, automated method of
paying your bill. Sign up today!
Call 0800 111 333 to request a mandate",ENVIRONMENT AND ENERGY SURCHARGE,,,8.1,48.61
5effd1e79d87960df6161a1a,3050463123,80,2018-12-07,2019-03-07,6108.49,1221.7,7330.19,7330.19,gbp,a.,"Customer Service Centre P.O. Box 12, Priestley Road
Worsley Manchester M28 2UT",,GB 226556555,AB InBey Uk LTD,,,2303211,,,"Gain five days additional credit and
avoid late payment fees. Direct Debit
is a convenient, automated method of
paying your bill. Sign up today!
Call 0800 111 333 to request a mandate",LIQUID NITROGEN,0.0,,297.32,1783.93
5effd1e79d87960df6161a1a,3050463123,80,2018-12-07,2019-03-07,6108.49,1221.7,7330.19,7330.19,gbp,a.,"Customer Service Centre P.O. Box 12, Priestley Road
Worsley Manchester M28 2UT",,GB 226556555,AB InBey Uk LTD,,,2303211,,,"Gain five days additional credit and
avoid late payment fees. Direct Debit
is a convenient, automated method of
paying your bill. Sign up today!
Call 0800 111 333 to request a mandate",ENVIRONMENT AND ENERGY SURCHARGE,,,37.2,223.21
5effd1e79d87960df6161a1b,48782,e4504618401,2018-11-26,2018-12-30,848.4,0.0,848.4,848.4,eur,Siege social:,"9-A, rue des Vosges
67600 EBERSHEIM",354018632,FR 95 354 018 632,BRASSERIE DU LUXEMBOURG MOUSEL DIE,,LU 19199421,,,Virement 30 jours,,"NATURCO CHARGE 10 KG
80 Ø 203 + 40 Ø 140",7.07,7.07,,848.4
5effd1e79d87960df6161a1b,48782,e4504618401,2018-11-26,2018-12-30,848.4,0.0,848.4,848.4,eur,Siege social:,"9-A, rue des Vosges
67600 EBERSHEIM",354018632,FR 95 354 018 632,BRASSERIE DU LUXEMBOURG MOUSEL DIE,,LU 19199421,,,Virement 30 jours,,CONSIGNE BTLE CO2 10 KG,60.98,60.98,,7317.6
5effd1e79d87960df6161a1b,48782,e4504618401,2018-11-26,2018-12-30,848.4,0.0,848.4,848.4,eur,Siege social:,"9-A, rue des Vosges
67600 EBERSHEIM",354018632,FR 95 354 018 632,BRASSERIE DU LUXEMBOURG MOUSEL DIE,,LU 19199421,,,Virement 30 jours,,CONSIGNE BOX,228.67,228.67,,686.01
5effd1e79d87960df6161a1b,48782,e4504618401,2018-11-26,2018-12-30,848.4,0.0,848.4,848.4,eur,Siege social:,"9-A, rue des Vosges
67600 EBERSHEIM",354018632,FR 95 354 018 632,BRASSERIE DU LUXEMBOURG MOUSEL DIE,,LU 19199421,,,Virement 30 jours,,DECONSIGNE BTLE CO2 10 KG,60.98,60.98,,-426.86
5effd1e79d87960df6161a1b,48782,e4504618401,2018-11-26,2018-12-30,848.4,0.0,848.4,848.4,eur,Siege social:,"9-A, rue des Vosges
67600 EBERSHEIM",354018632,FR 95 354 018 632,BRASSERIE DU LUXEMBOURG MOUSEL DIE,,LU 19199421,,,Virement 30 jours,,DECONSIGNE BTLE CO2 10 KG,60.98,60.98,,-2195.28
5effd1e79d87960df6161a1b,48782,e4504618401,2018-11-26,2018-12-30,848.4,0.0,848.4,848.4,eur,Siege social:,"9-A, rue des Vosges
67600 EBERSHEIM",354018632,FR 95 354 018 632,BRASSERIE DU LUXEMBOURG MOUSEL DIE,,LU 19199421,,,Virement 30 jours,,DECONSIGNE BTLE CO2 10 KG,60.98,60.98,,-182.94
5effd1e79d87960df6161a1b,48782,e4504618401,2018-11-26,2018-12-30,848.4,0.0,848.4,848.4,eur,Siege social:,"9-A, rue des Vosges
67600 EBERSHEIM",354018632,FR 95 354 018 632,BRASSERIE DU LUXEMBOURG MOUSEL DIE,,LU 19199421,,,Virement 30 jours,,DECONSIGNE BTLE CO2 10 KG,6098.0,60.98,,-2439.2
5effd1e79d87960df6161a1b,48782,e4504618401,2018-11-26,2018-12-30,848.4,0.0,848.4,848.4,eur,Siege social:,"9-A, rue des Vosges
67600 EBERSHEIM",354018632,FR 95 354 018 632,BRASSERIE DU LUXEMBOURG MOUSEL DIE,,LU 19199421,,,Virement 30 jours,,DECONSIGNE BTLE CO2 10 KG,60.98,60.98,,-670.78
5effd1e79d87960df6161a1b,48782,e4504618401,2018-11-26,2018-12-30,848.4,0.0,848.4,848.4,eur,Siege social:,"9-A, rue des Vosges
67600 EBERSHEIM",354018632,FR 95 354 018 632,BRASSERIE DU LUXEMBOURG MOUSEL DIE,,LU 19199421,,,Virement 30 jours,,DECONSIGNE BTLE CO2 10 KG,60.98,60.98,,-1402.54
5effd1e79d87960df6161a1b,48782,e4504618401,2018-11-26,2018-12-30,848.4,0.0,848.4,848.4,eur,Siege social:,"9-A, rue des Vosges
67600 EBERSHEIM",354018632,FR 95 354 018 632,BRASSERIE DU LUXEMBOURG MOUSEL DIE,,LU 19199421,,,Virement 30 jours,,DECONSIGNE BOX,228.67,228.67,,-686.01
5effd1e89d87960df6161a1c,1805756,BE2182669-01,2018-12-14,,940.52,940.52,940.52,940.52,eur,Team Relocations Brussels,"Vilvoordsesteenweg 140
1120 Neder-over-Heembeek",450118996,BE 0450 118 996,ABInbev Czech s.r.o.,6135,CZ27572030,310-1155794-28,310-1155794-28,,,real estate fee,,,,872.0
5effd1e89d87960df6161a1c,1805756,BE2182669-01,2018-12-14,,940.52,940.52,940.52,940.52,eur,Team Relocations Brussels,"Vilvoordsesteenweg 140
1120 Neder-over-Heembeek",450118996,BE 0450 118 996,ABInbev Czech s.r.o.,6135,CZ27572030,310-1155794-28,310-1155794-28,,,transaction fee,,,,68.52
5effd1e89d87960df6161a1d,1805687,BE2182517-02,2018-12-06,,185.0,0.0,185.0,185.0,eur,Team Relocations Brussels,"Vilvoordsesteenweg 140
1120 Neder-over-Heembeek",450118996,BE 0450 118 996,ABInbev Czech s.r.o.,,CZ27572030,310-1155794-28,310-1155794-28,,,"ABI Move coordination
PO4504463653",,,,185.0
5effd1e89d87960df6161a1e,1805689,BE2161067-01,2018-12-07,,1206.99,0.0,1206.99,1206.99,eur,Team Relocations Brussels,"Vilvoordsesteenweg 140
1120 Neder-over-Heembeek",,BE 0450 118 996,ABInbev Czech s.r.o.,,CZ27572030,310-1155794-28,,,,Rent payment November 2018,,,,1119.88
5effd1e89d87960df6161a1e,1805689,BE2161067-01,2018-12-07,,1206.99,0.0,1206.99,1206.99,eur,Team Relocations Brussels,"Vilvoordsesteenweg 140
1120 Neder-over-Heembeek",,BE 0450 118 996,ABInbev Czech s.r.o.,,CZ27572030,310-1155794-28,,,,Transaction fee,,,,87.11
5effd1e99d87960df6161a1f,,,,,,,,,usd,,,,,,,,,,,,,,,,
5effd1e99d87960df6161a20,NGSL/ABInBev/448/18,NGSL/ABInBev/448/18,2018-09-30,,5300.0,0.0,5300.0,5300.0,usd,NewGalexy Services – a division of ContractPod Technologies Limited.,"Savoy Tower, Floor 9, 77 Renfrew Street, Glasgow, G2 3BZ Scotland",425646,150960419,AB InBev NV/SA,,BE 0417.497.106,8900534389,21000018,,"In accordance with our terms of business and agreement with you, InBev shall pay the invoiced amount(s) on the
first payment run after the end of the month following 60 days from the date on the relevant invoice","The provision of 0.5 FTE commercial lawyer support work
relating to your commercial contracts.",,,,5300.0
5effd1e99d87960df6161a20,NGSL/ABInBev/448/18,NGSL/ABInBev/448/18,2018-09-30,,5300.0,0.0,5300.0,5300.0,usd,NewGalexy Services – a division of ContractPod Technologies Limited.,"Savoy Tower, Floor 9, 77 Renfrew Street, Glasgow, G2 3BZ Scotland",425646,150960419,AB InBev NV/SA,,BE 0417.497.106,8900534389,21000018,,"In accordance with our terms of business and agreement with you, InBev shall pay the invoiced amount(s) on the
first payment run after the end of the month following 60 days from the date on the relevant invoice",For the period 01/09/2018 – 30/09/2018,,,,
5effd1e99d87960df6161a21,47511,,2018-09-26,2018-10-30,848.4,0.0,848.4,848.4,eur,,"53, rue Jeanne d'Arc
55190 VOID VACON",354018632,FR 95 354 018 632,BRASSERIE DU LUXEMBOURG MOUSEL DIE,,LU 19199421,,,Virement 30 jours,,"NATURCO CHARGE 10 KG
80 0 203 + 40 0 140",,7.07,,
5effd1e99d87960df6161a21,47511,,2018-09-26,2018-10-30,848.4,0.0,848.4,848.4,eur,,"53, rue Jeanne d'Arc
55190 VOID VACON",354018632,FR 95 354 018 632,BRASSERIE DU LUXEMBOURG MOUSEL DIE,,LU 19199421,,,Virement 30 jours,,CONSIGNE BTLE CO2 10 KG,,60.98,,
5effd1e99d87960df6161a21,47511,,2018-09-26,2018-10-30,848.4,0.0,848.4,848.4,eur,,"53, rue Jeanne d'Arc
55190 VOID VACON",354018632,FR 95 354 018 632,BRASSERIE DU LUXEMBOURG MOUSEL DIE,,LU 19199421,,,Virement 30 jours,,CONSIGNE BOX,,228.67,,
5effd1e99d87960df6161a21,47511,,2018-09-26,2018-10-30,848.4,0.0,848.4,848.4,eur,,"53, rue Jeanne d'Arc
55190 VOID VACON",354018632,FR 95 354 018 632,BRASSERIE DU LUXEMBOURG MOUSEL DIE,,LU 19199421,,,Virement 30 jours,,DECONSIGNE BTLE CO2 10 KG,,60.98,,
5effd1e99d87960df6161a21,47511,,2018-09-26,2018-10-30,848.4,0.0,848.4,848.4,eur,,"53, rue Jeanne d'Arc
55190 VOID VACON",354018632,FR 95 354 018 632,BRASSERIE DU LUXEMBOURG MOUSEL DIE,,LU 19199421,,,Virement 30 jours,,DECONSIGNE BTLE CO2 10 KG,,60.98,,
5effd1e99d87960df6161a21,47511,,2018-09-26,2018-10-30,848.4,0.0,848.4,848.4,eur,,"53, rue Jeanne d'Arc
55190 VOID VACON",354018632,FR 95 354 018 632,BRASSERIE DU LUXEMBOURG MOUSEL DIE,,LU 19199421,,,Virement 30 jours,,DECONSIGNE BTLE CO2 10 KG,,60.98,,
5effd1e99d87960df6161a21,47511,,2018-09-26,2018-10-30,848.4,0.0,848.4,848.4,eur,,"53, rue Jeanne d'Arc
55190 VOID VACON",354018632,FR 95 354 018 632,BRASSERIE DU LUXEMBOURG MOUSEL DIE,,LU 19199421,,,Virement 30 jours,,DECONSIGNE BTLE CO2 10 KG,,60.98,,
5effd1e99d87960df6161a21,47511,,2018-09-26,2018-10-30,848.4,0.0,848.4,848.4,eur,,"53, rue Jeanne d'Arc
55190 VOID VACON",354018632,FR 95 354 018 632,BRASSERIE DU LUXEMBOURG MOUSEL DIE,,LU 19199421,,,Virement 30 jours,,DECONSIGNE BTLE CO2 10 KG,,60.98,,
